age_cov,cov_all,fast_fraction,fulldate,grid_cell,min_season_cov
0.65,0.3,0.6,2012-06-02,3299,0.5
0.65,0.7894736842105259,0.6,2014-05-12,3299,0.5
0.65,1.0,0.6,2014-07-09,3299,0.5
0.65,0.7894736842105259,0.6,2017-05-12,3299,0.5
0.65,1.0,0.6,2017-07-09,3299,0.5
0.65,0.25,0.6,2009-06-02,3300,0.5
0.65,0.32,0.6,2010-06-02,3300,0.5
0.65,0.375,0.6,2011-06-02,3300,0.5
0.65,0.3,0.6,2012-06-02,3300,0.5
0.65,1.0,0.6,2014-05-12,3300,0.5
0.65,1.0,0.6,2017-05-12,3300,0.5
0.65,0.25,0.6,2009-06-02,3301,0.5
0.65,0.32,0.6,2010-06-02,3301,0.5
0.65,0.375,0.6,2011-06-02,3301,0.5
0.65,0.3,0.6,2012-06-02,3301,0.5
0.65,1.0,0.6,2013-12-07,3301,0.5
0.65,1.0,0.6,2014-05-12,3301,0.5
0.65,1.0,0.6,2017-05-12,3301,0.5
0.65,0.25,0.6,2009-06-02,3302,0.5
0.65,0.32,0.6,2010-06-02,3302,0.5
0.65,0.375,0.6,2011-06-02,3302,0.5
0.65,0.3,0.6,2012-06-02,3302,0.5
0.65,1.0,0.6,2014-05-09,3302,0.5
0.65,0.615384615384615,0.6,2014-06-05,3302,0.5
0.65,0.961538461538462,0.6,2014-09-07,3302,0.5
0.65,1.0,0.6,2017-05-09,3302,0.5
0.65,0.615384615384615,0.6,2017-06-05,3302,0.5
0.65,0.961538461538462,0.6,2017-09-07,3302,0.5
0.65,0.25,0.6,2009-06-02,3303,0.5
0.65,0.32,0.6,2010-06-02,3303,0.5
0.65,0.375,0.6,2011-06-02,3303,0.5
0.65,0.3,0.6,2012-06-02,3303,0.5
0.65,1.0,0.6,2014-06-05,3303,0.5
0.65,0.6,0.6,2014-09-11,3303,0.5
0.65,1.0,0.6,2017-06-05,3303,0.5
0.65,0.6,0.6,2017-09-11,3303,0.5
0.65,0.25,0.6,2009-06-02,3304,0.5
0.65,0.32,0.6,2010-06-02,3304,0.5
0.65,0.375,0.6,2011-06-02,3304,0.5
0.65,0.3,0.6,2012-06-02,3304,0.5
0.65,1.0,0.6,2014-06-08,3304,0.5
0.65,0.5,0.6,2014-09-11,3304,0.5
0.65,1.0,0.6,2017-06-08,3304,0.5
0.65,0.5,0.6,2017-09-11,3304,0.5
0.65,0.25,0.6,2009-06-02,3305,0.5
0.65,0.32,0.6,2010-06-02,3305,0.5
0.65,0.375,0.6,2011-06-02,3305,0.5
0.65,0.3,0.6,2012-06-02,3305,0.5
0.65,1.0,0.6,2014-06-09,3305,0.5
0.65,0.33333333333333304,0.6,2014-07-17,3305,0.5
0.65,1.0,0.6,2017-06-09,3305,0.5
0.65,0.33333333333333304,0.6,2017-07-17,3305,0.5
0.65,0.25,0.6,2009-06-02,3306,0.5
0.65,0.32,0.6,2010-06-02,3306,0.5
0.65,0.375,0.6,2011-06-02,3306,0.5
0.65,0.3,0.6,2012-06-02,3306,0.5
0.65,0.25,0.6,2009-06-02,3307,0.5
0.65,0.32,0.6,2010-06-02,3307,0.5
0.65,0.375,0.6,2011-06-02,3307,0.5
0.65,0.3,0.6,2012-06-02,3307,0.5
0.65,1.0,0.6,2014-05-22,3307,0.5
0.65,0.5,0.6,2014-07-21,3307,0.5
0.65,1.0,0.6,2017-05-22,3307,0.5
0.65,0.5,0.6,2017-07-21,3307,0.5
0.65,0.25,0.6,2009-06-02,3308,0.5
0.65,0.32,0.6,2010-06-02,3308,0.5
0.65,0.375,0.6,2011-06-02,3308,0.5
0.65,0.3,0.6,2012-06-02,3308,0.5
0.65,1.0,0.6,2015-03-15,3308,0.5
0.65,0.25,0.6,2009-06-02,3309,0.5
0.65,0.32,0.6,2010-06-02,3309,0.5
0.65,0.375,0.6,2011-06-02,3309,0.5
0.65,0.3,0.6,2012-06-02,3309,0.5
0.65,0.5,0.6,2012-11-01,3309,0.5
0.65,0.25,0.6,2009-06-02,3310,0.5
0.65,0.32,0.6,2010-06-02,3310,0.5
0.65,0.375,0.6,2011-06-02,3310,0.5
0.65,0.3,0.6,2012-06-02,3310,0.5
0.65,0.25,0.6,2009-06-02,3311,0.5
0.65,0.32,0.6,2010-06-02,3311,0.5
0.65,0.375,0.6,2011-06-02,3311,0.5
0.65,0.3,0.6,2012-06-02,3311,0.5
0.65,0.6,0.6,2014-09-17,3311,0.5
0.65,0.6,0.6,2017-09-17,3311,0.5
0.65,0.25,0.6,2009-06-02,3312,0.5
0.65,0.32,0.6,2010-06-02,3312,0.5
0.65,0.375,0.6,2011-06-02,3312,0.5
0.65,0.3,0.6,2012-06-02,3312,0.5
0.65,1.0,0.6,2013-09-19,3312,0.5
0.65,0.833333333333333,0.6,2015-10-24,3312,0.5
0.65,0.25,0.6,2009-06-02,3313,0.5
0.65,0.32,0.6,2010-06-02,3313,0.5
0.65,0.375,0.6,2011-06-02,3313,0.5
0.65,0.3,0.6,2012-06-02,3313,0.5
0.65,0.33333333333333304,0.6,2015-10-24,3313,0.5
0.65,0.25,0.6,2009-06-02,3314,0.5
0.65,0.32,0.6,2010-06-02,3314,0.5
0.65,0.375,0.6,2011-06-02,3314,0.5
0.65,0.3,0.6,2012-06-02,3314,0.5
0.65,1.0,0.6,2013-01-24,3314,0.5
0.65,0.25,0.6,2009-06-02,3315,0.5
0.65,0.32,0.6,2010-06-02,3315,0.5
0.65,0.375,0.6,2011-06-02,3315,0.5
0.65,0.3,0.6,2012-06-02,3315,0.5
0.65,0.583333333333333,0.6,2013-10-23,3315,0.5
0.65,0.583333333333333,0.6,2014-06-26,3315,0.5
0.65,0.583333333333333,0.6,2017-06-26,3315,0.5
0.65,0.25,0.6,2009-06-02,3316,0.5
0.65,0.32,0.6,2010-06-02,3316,0.5
0.65,0.375,0.6,2011-06-02,3316,0.5
0.65,0.3,0.6,2012-06-02,3316,0.5
0.65,0.6206896551724139,0.6,2014-06-23,3316,0.5
0.65,0.31818181818181795,0.6,2014-06-26,3316,0.5
0.65,0.375,0.6,2014-07-19,3316,0.5
0.65,0.666666666666667,0.6,2014-12-10,3316,0.5
0.65,0.6206896551724139,0.6,2017-06-23,3316,0.5
0.65,0.31818181818181795,0.6,2017-06-26,3316,0.5
0.65,0.375,0.6,2017-07-19,3316,0.5
0.65,0.666666666666667,0.6,2017-12-10,3316,0.5
0.65,0.25,0.6,2009-06-02,3317,0.5
0.65,0.32,0.6,2010-06-02,3317,0.5
0.65,0.375,0.6,2011-06-02,3317,0.5
0.65,0.3,0.6,2012-06-02,3317,0.5
0.65,0.4615384615384621,0.6,2015-02-10,3317,0.5
0.65,0.25,0.6,2009-06-02,3318,0.5
0.65,0.32,0.6,2010-06-02,3318,0.5
0.65,0.375,0.6,2011-06-02,3318,0.5
0.65,0.3,0.6,2012-06-02,3318,0.5
0.65,0.666666666666667,0.6,2015-05-26,3318,0.5
0.65,0.25,0.6,2009-06-02,3319,0.5
0.65,0.32,0.6,2010-06-02,3319,0.5
0.65,0.375,0.6,2011-06-02,3319,0.5
0.65,0.3,0.6,2012-06-02,3319,0.5
0.65,0.6428571428571429,0.6,2014-06-03,3319,0.5
0.65,0.6428571428571429,0.6,2017-06-03,3319,0.5
0.65,0.25,0.6,2009-06-02,3320,0.5
0.65,0.32,0.6,2010-06-02,3320,0.5
0.65,0.375,0.6,2011-06-02,3320,0.5
0.65,0.3,0.6,2012-06-02,3320,0.5
0.65,0.933333333333333,0.6,2014-07-08,3320,0.5
0.65,0.576923076923077,0.6,2014-07-18,3320,0.5
0.65,0.9285714285714292,0.6,2014-07-24,3320,0.5
0.65,0.933333333333333,0.6,2017-07-08,3320,0.5
0.65,0.576923076923077,0.6,2017-07-18,3320,0.5
0.65,0.9285714285714292,0.6,2017-07-24,3320,0.5
0.65,0.25,0.6,2009-06-02,3321,0.5
0.65,0.32,0.6,2010-06-02,3321,0.5
0.65,0.375,0.6,2011-06-02,3321,0.5
0.65,0.3,0.6,2012-06-02,3321,0.5
0.65,0.33333333333333304,0.6,2013-02-24,3321,0.5
0.65,0.923076923076923,0.6,2014-07-09,3321,0.5
0.65,0.7857142857142858,0.6,2014-07-19,3321,0.5
0.65,0.923076923076923,0.6,2017-07-09,3321,0.5
0.65,0.7857142857142858,0.6,2017-07-19,3321,0.5
0.65,0.25,0.6,2009-06-02,3322,0.5
0.65,0.32,0.6,2010-06-02,3322,0.5
0.65,0.375,0.6,2011-06-02,3322,0.5
0.65,0.3,0.6,2012-06-02,3322,0.5
0.65,0.42307692307692296,0.6,2013-10-05,3322,0.5
0.65,0.961538461538462,0.6,2014-07-16,3322,0.5
0.65,0.6595744680851059,0.6,2014-08-06,3322,0.5
0.65,0.961538461538462,0.6,2017-07-16,3322,0.5
0.65,0.6595744680851059,0.6,2017-08-06,3322,0.5
0.65,0.25,0.6,2009-06-02,3323,0.5
0.65,0.32,0.6,2010-06-02,3323,0.5
0.65,0.375,0.6,2011-06-02,3323,0.5
0.65,0.3,0.6,2012-06-02,3323,0.5
0.65,0.65,0.6,2013-10-06,3323,0.5
0.65,0.666666666666667,0.6,2014-07-03,3323,0.5
0.65,0.3928571428571429,0.6,2014-08-06,3323,0.5
0.65,0.666666666666667,0.6,2017-07-03,3323,0.5
0.65,0.3928571428571429,0.6,2017-08-06,3323,0.5
0.65,0.25,0.6,2009-06-02,3324,0.5
0.65,0.32,0.6,2010-06-02,3324,0.5
0.65,0.375,0.6,2011-06-02,3324,0.5
0.65,0.3,0.6,2012-06-02,3324,0.5
0.65,0.375,0.6,2013-09-30,3324,0.5
0.65,1.0,0.6,2014-07-07,3324,0.5
0.65,1.0,0.6,2017-07-07,3324,0.5
0.65,0.25,0.6,2009-06-02,3325,0.5
0.65,0.32,0.6,2010-06-02,3325,0.5
0.65,0.375,0.6,2011-06-02,3325,0.5
0.65,0.3,0.6,2012-06-02,3325,0.5
0.65,0.7727272727272729,0.6,2014-07-15,3325,0.5
0.65,0.6129032258064521,0.6,2014-09-12,3325,0.5
0.65,0.7727272727272729,0.6,2017-07-15,3325,0.5
0.65,0.6129032258064521,0.6,2017-09-12,3325,0.5
0.65,0.25,0.6,2009-06-02,3326,0.5
0.65,0.32,0.6,2010-06-02,3326,0.5
0.65,0.375,0.6,2011-06-02,3326,0.5
0.65,0.3,0.6,2012-06-02,3326,0.5
0.65,1.0,0.6,2014-06-20,3326,0.5
0.65,1.0,0.6,2017-06-20,3326,0.5
0.65,0.25,0.6,2009-06-02,3327,0.5
0.65,0.32,0.6,2010-06-02,3327,0.5
0.65,0.375,0.6,2011-06-02,3327,0.5
0.65,0.3,0.6,2012-06-02,3327,0.5
0.65,0.7692307692307689,0.6,2014-06-13,3327,0.5
0.65,0.80952380952381,0.6,2014-08-09,3327,0.5
0.65,0.7692307692307689,0.6,2017-06-13,3327,0.5
0.65,0.80952380952381,0.6,2017-08-09,3327,0.5
0.65,0.25,0.6,2009-06-02,3328,0.5
0.65,0.32,0.6,2010-06-02,3328,0.5
0.65,0.375,0.6,2011-06-02,3328,0.5
0.65,0.3,0.6,2012-06-02,3328,0.5
0.65,0.97,0.6,2014-07-14,3328,0.5
0.65,0.53968253968254,0.6,2014-07-14,3328,0.5
0.65,0.447619047619048,0.6,2014-08-24,3328,0.5
0.65,0.97,0.6,2017-07-14,3328,0.5
0.65,0.53968253968254,0.6,2017-07-14,3328,0.5
0.65,0.447619047619048,0.6,2017-08-24,3328,0.5
0.65,0.25,0.6,2009-06-02,3329,0.5
0.65,0.32,0.6,2010-06-02,3329,0.5
0.65,0.375,0.6,2011-06-02,3329,0.5
0.65,0.3,0.6,2012-06-02,3329,0.5
0.65,0.25,0.6,2009-06-02,3330,0.5
0.65,0.32,0.6,2010-06-02,3330,0.5
0.65,0.375,0.6,2011-06-02,3330,0.5
0.65,0.3,0.6,2012-06-02,3330,0.5
0.65,0.5,0.6,2014-05-04,3330,0.5
0.65,0.5,0.6,2017-05-04,3330,0.5
0.65,0.25,0.6,2009-06-02,3331,0.5
0.65,0.32,0.6,2010-06-02,3331,0.5
0.65,0.375,0.6,2011-06-02,3331,0.5
0.65,0.3,0.6,2012-06-02,3331,0.5
0.65,0.33333333333333304,0.6,2014-12-31,3331,0.5
0.65,0.33333333333333304,0.6,2017-12-31,3331,0.5
0.65,0.25,0.6,2009-06-02,3332,0.5
0.65,0.32,0.6,2010-06-02,3332,0.5
0.65,0.375,0.6,2011-06-02,3332,0.5
0.65,0.3,0.6,2012-06-02,3332,0.5
0.65,0.33333333333333304,0.6,2014-08-11,3332,0.5
0.65,0.33333333333333304,0.6,2017-08-11,3332,0.5
0.65,0.25,0.6,2009-06-02,3333,0.5
0.65,0.32,0.6,2010-06-02,3333,0.5
0.65,0.375,0.6,2011-06-02,3333,0.5
0.65,0.3,0.6,2012-06-02,3333,0.5
0.65,0.75,0.6,2014-05-12,3333,0.5
0.65,0.9,0.6,2014-09-06,3333,0.5
0.65,0.454545454545455,0.6,2015-04-01,3333,0.5
0.65,0.75,0.6,2017-05-12,3333,0.5
0.65,0.9,0.6,2017-09-06,3333,0.5
0.65,0.25,0.6,2009-06-02,3334,0.5
0.65,0.32,0.6,2010-06-02,3334,0.5
0.65,0.375,0.6,2011-06-02,3334,0.5
0.65,0.3,0.6,2012-06-02,3334,0.5
0.65,1.0,0.6,2014-05-12,3334,0.5
0.65,0.7142857142857142,0.6,2014-08-01,3334,0.5
0.65,1.0,0.6,2017-05-12,3334,0.5
0.65,0.7142857142857142,0.6,2017-08-01,3334,0.5
0.65,0.25,0.6,2009-06-02,3335,0.5
0.65,0.32,0.6,2010-06-02,3335,0.5
0.65,0.375,0.6,2011-06-02,3335,0.5
0.65,0.3,0.6,2012-06-02,3335,0.5
0.65,0.6363636363636359,0.6,2014-08-11,3335,0.5
0.65,0.625,0.6,2014-09-07,3335,0.5
0.65,0.5,0.6,2014-10-01,3335,0.5
0.65,0.6363636363636359,0.6,2017-08-11,3335,0.5
0.65,0.625,0.6,2017-09-07,3335,0.5
0.65,0.5,0.6,2017-10-01,3335,0.5
0.65,0.25,0.6,2009-06-02,3336,0.5
0.65,0.32,0.6,2010-06-02,3336,0.5
0.65,0.375,0.6,2011-06-02,3336,0.5
0.65,0.3,0.6,2012-06-02,3336,0.5
0.65,0.25,0.6,2009-06-02,3337,0.5
0.65,0.32,0.6,2010-06-02,3337,0.5
0.65,0.375,0.6,2011-06-02,3337,0.5
0.65,0.3,0.6,2012-06-02,3337,0.5
0.65,1.0,0.6,2014-05-10,3337,0.5
0.65,1.0,0.6,2017-05-10,3337,0.5
0.65,0.25,0.6,2009-06-02,3338,0.5
0.65,0.32,0.6,2010-06-02,3338,0.5
0.65,0.375,0.6,2011-06-02,3338,0.5
0.65,0.3,0.6,2012-06-02,3338,0.5
0.65,1.0,0.6,2014-05-10,3338,0.5
0.65,1.0,0.6,2014-06-05,3338,0.5
0.65,0.875,0.6,2014-09-07,3338,0.5
0.65,0.666666666666667,0.6,2014-10-23,3338,0.5
0.65,1.0,0.6,2017-05-10,3338,0.5
0.65,1.0,0.6,2017-06-05,3338,0.5
0.65,0.875,0.6,2017-09-07,3338,0.5
0.65,0.666666666666667,0.6,2017-10-23,3338,0.5
0.65,0.25,0.6,2009-06-02,3339,0.5
0.65,0.32,0.6,2010-06-02,3339,0.5
0.65,0.375,0.6,2011-06-02,3339,0.5
0.65,0.3,0.6,2012-06-02,3339,0.5
0.65,1.0,0.6,2014-06-15,3339,0.5
0.65,1.0,0.6,2017-06-15,3339,0.5
0.65,0.25,0.6,2009-06-02,3340,0.5
0.65,0.32,0.6,2010-06-02,3340,0.5
0.65,0.375,0.6,2011-06-02,3340,0.5
0.65,0.3,0.6,2012-06-02,3340,0.5
0.65,1.0,0.6,2014-06-15,3340,0.5
0.65,0.75,0.6,2014-07-20,3340,0.5
0.65,1.0,0.6,2017-06-15,3340,0.5
0.65,0.75,0.6,2017-07-20,3340,0.5
0.65,0.25,0.6,2009-06-02,3341,0.5
0.65,0.32,0.6,2010-06-02,3341,0.5
0.65,0.375,0.6,2011-06-02,3341,0.5
0.65,0.3,0.6,2012-06-02,3341,0.5
0.65,0.25,0.6,2009-06-02,3342,0.5
0.65,0.32,0.6,2010-06-02,3342,0.5
0.65,0.375,0.6,2011-06-02,3342,0.5
0.65,0.3,0.6,2012-06-02,3342,0.5
0.65,0.8888888888888891,0.6,2014-06-26,3342,0.5
0.65,0.5625,0.6,2014-07-20,3342,0.5
0.65,0.8888888888888891,0.6,2014-09-19,3342,0.5
0.65,0.8888888888888891,0.6,2017-06-26,3342,0.5
0.65,0.5625,0.6,2017-07-20,3342,0.5
0.65,0.8888888888888891,0.6,2017-09-19,3342,0.5
0.65,0.25,0.6,2009-06-02,3343,0.5
0.65,0.32,0.6,2010-06-02,3343,0.5
0.65,0.375,0.6,2011-06-02,3343,0.5
0.65,0.3,0.6,2012-06-02,3343,0.5
0.65,0.33333333333333304,0.6,2013-12-31,3343,0.5
0.65,1.0,0.6,2014-05-21,3343,0.5
0.65,1.0,0.6,2014-06-28,3343,0.5
0.65,0.6842105263157889,0.6,2014-07-27,3343,0.5
0.65,1.0,0.6,2017-05-21,3343,0.5
0.65,1.0,0.6,2017-06-28,3343,0.5
0.65,0.6842105263157889,0.6,2017-07-27,3343,0.5
0.65,0.25,0.6,2009-06-02,3344,0.5
0.65,0.32,0.6,2010-06-02,3344,0.5
0.65,0.375,0.6,2011-06-02,3344,0.5
0.65,0.3,0.6,2012-06-02,3344,0.5
0.65,1.0,0.6,2014-05-22,3344,0.5
0.65,1.0,0.6,2014-06-28,3344,0.5
0.65,0.8,0.6,2014-08-01,3344,0.5
0.65,1.0,0.6,2017-05-22,3344,0.5
0.65,1.0,0.6,2017-06-28,3344,0.5
0.65,0.8,0.6,2017-08-01,3344,0.5
0.65,0.25,0.6,2009-06-02,3345,0.5
0.65,0.32,0.6,2010-06-02,3345,0.5
0.65,0.375,0.6,2011-06-02,3345,0.5
0.65,0.3,0.6,2012-06-02,3345,0.5
0.65,0.8,0.6,2013-02-11,3345,0.5
0.65,0.545454545454545,0.6,2013-05-21,3345,0.5
0.65,0.7692307692307689,0.6,2014-05-13,3345,0.5
0.65,0.7692307692307689,0.6,2017-05-13,3345,0.5
0.65,0.25,0.6,2009-06-02,3346,0.5
0.65,0.32,0.6,2010-06-02,3346,0.5
0.65,0.375,0.6,2011-06-02,3346,0.5
0.65,0.3,0.6,2012-06-02,3346,0.5
0.65,0.7777777777777779,0.6,2014-05-13,3346,0.5
0.65,0.5,0.6,2014-07-12,3346,0.5
0.65,0.7777777777777779,0.6,2017-05-13,3346,0.5
0.65,0.5,0.6,2017-07-12,3346,0.5
0.65,0.25,0.6,2009-06-02,3347,0.5
0.65,0.32,0.6,2010-06-02,3347,0.5
0.65,0.375,0.6,2011-06-02,3347,0.5
0.65,0.3,0.6,2012-06-02,3347,0.5
0.65,0.659090909090909,0.6,2014-06-11,3347,0.5
0.65,0.8461538461538459,0.6,2014-06-12,3347,0.5
0.65,0.3571428571428571,0.6,2014-07-24,3347,0.5
0.65,0.659090909090909,0.6,2017-06-11,3347,0.5
0.65,0.8461538461538459,0.6,2017-06-12,3347,0.5
0.65,0.3571428571428571,0.6,2017-07-24,3347,0.5
0.65,0.25,0.6,2009-06-02,3348,0.5
0.65,0.32,0.6,2010-06-02,3348,0.5
0.65,0.375,0.6,2011-06-02,3348,0.5
0.65,0.3,0.6,2012-06-02,3348,0.5
0.65,0.42857142857142894,0.6,2013-05-12,3348,0.5
0.65,1.0,0.6,2014-06-11,3348,0.5
0.65,0.666666666666667,0.6,2015-02-22,3348,0.5
0.65,1.0,0.6,2017-06-11,3348,0.5
0.65,0.25,0.6,2009-06-02,3349,0.5
0.65,0.32,0.6,2010-06-02,3349,0.5
0.65,0.375,0.6,2011-06-02,3349,0.5
0.65,0.3,0.6,2012-06-02,3349,0.5
0.65,0.6,0.6,2012-10-17,3349,0.5
0.65,0.363636363636364,0.6,2014-05-23,3349,0.5
0.65,0.363636363636364,0.6,2017-05-23,3349,0.5
0.65,0.25,0.6,2009-06-02,3350,0.5
0.65,0.32,0.6,2010-06-02,3350,0.5
0.65,0.375,0.6,2011-06-02,3350,0.5
0.65,0.3,0.6,2012-06-02,3350,0.5
0.65,0.375,0.6,2013-05-23,3350,0.5
0.65,0.631578947368421,0.6,2013-10-17,3350,0.5
0.65,0.39130434782608703,0.6,2014-08-24,3350,0.5
0.65,0.39130434782608703,0.6,2017-08-24,3350,0.5
0.65,0.25,0.6,2009-06-02,3351,0.5
0.65,0.32,0.6,2010-06-02,3351,0.5
0.65,0.375,0.6,2011-06-02,3351,0.5
0.65,0.3,0.6,2012-06-02,3351,0.5
0.65,0.4883720930232561,0.6,2014-06-21,3351,0.5
0.65,0.516129032258065,0.6,2014-06-28,3351,0.5
0.65,0.4883720930232561,0.6,2017-06-21,3351,0.5
0.65,0.516129032258065,0.6,2017-06-28,3351,0.5
0.65,0.25,0.6,2009-06-02,3352,0.5
0.65,0.32,0.6,2010-06-02,3352,0.5
0.65,0.375,0.6,2011-06-02,3352,0.5
0.65,0.3,0.6,2012-06-02,3352,0.5
0.65,0.5625,0.6,2014-06-18,3352,0.5
0.65,0.42857142857142894,0.6,2014-07-17,3352,0.5
0.65,0.545454545454545,0.6,2014-09-20,3352,0.5
0.65,0.5625,0.6,2017-06-18,3352,0.5
0.65,0.42857142857142894,0.6,2017-07-17,3352,0.5
0.65,0.545454545454545,0.6,2017-09-20,3352,0.5
0.65,0.25,0.6,2009-06-02,3353,0.5
0.65,0.32,0.6,2010-06-02,3353,0.5
0.65,0.375,0.6,2011-06-02,3353,0.5
0.65,0.3,0.6,2012-06-02,3353,0.5
0.65,1.0,0.6,2013-01-01,3353,0.5
0.65,0.42857142857142894,0.6,2014-05-28,3353,0.5
0.65,0.666666666666667,0.6,2015-02-16,3353,0.5
0.65,0.42857142857142894,0.6,2017-05-28,3353,0.5
0.65,0.25,0.6,2009-06-02,3354,0.5
0.65,0.32,0.6,2010-06-02,3354,0.5
0.65,0.375,0.6,2011-06-02,3354,0.5
0.65,0.3,0.6,2012-06-02,3354,0.5
0.65,0.5,0.6,2015-04-16,3354,0.5
0.65,0.25,0.6,2009-06-02,3355,0.5
0.65,0.32,0.6,2010-06-02,3355,0.5
0.65,0.375,0.6,2011-06-02,3355,0.5
0.65,0.3,0.6,2012-06-02,3355,0.5
0.65,1.0,0.6,2014-07-05,3355,0.5
0.65,0.666666666666667,0.6,2014-07-09,3355,0.5
0.65,0.4,0.6,2014-09-13,3355,0.5
0.65,1.0,0.6,2017-07-05,3355,0.5
0.65,0.666666666666667,0.6,2017-07-09,3355,0.5
0.65,0.4,0.6,2017-09-13,3355,0.5
0.65,0.25,0.6,2009-06-02,3356,0.5
0.65,0.32,0.6,2010-06-02,3356,0.5
0.65,0.375,0.6,2011-06-02,3356,0.5
0.65,0.3,0.6,2012-06-02,3356,0.5
0.65,0.272727272727273,0.6,2013-09-28,3356,0.5
0.65,0.4166666666666671,0.6,2014-07-19,3356,0.5
0.65,0.33333333333333304,0.6,2014-08-08,3356,0.5
0.65,0.4166666666666671,0.6,2017-07-19,3356,0.5
0.65,0.33333333333333304,0.6,2017-08-08,3356,0.5
0.65,0.25,0.6,2009-06-02,3357,0.5
0.65,0.32,0.6,2010-06-02,3357,0.5
0.65,0.375,0.6,2011-06-02,3357,0.5
0.65,0.3,0.6,2012-06-02,3357,0.5
0.65,0.4,0.6,2013-10-19,3357,0.5
0.65,0.5,0.6,2014-05-19,3357,0.5
0.65,0.6486486486486489,0.6,2014-07-16,3357,0.5
0.65,0.5517241379310339,0.6,2014-08-07,3357,0.5
0.65,0.5,0.6,2017-05-19,3357,0.5
0.65,0.6486486486486489,0.6,2017-07-16,3357,0.5
0.65,0.5517241379310339,0.6,2017-08-07,3357,0.5
0.65,0.25,0.6,2009-06-02,3358,0.5
0.65,0.32,0.6,2010-06-02,3358,0.5
0.65,0.375,0.6,2011-06-02,3358,0.5
0.65,0.3,0.6,2012-06-02,3358,0.5
0.65,0.708333333333333,0.6,2014-06-07,3358,0.5
0.65,0.675,0.6,2014-07-18,3358,0.5
0.65,0.675675675675676,0.6,2014-07-29,3358,0.5
0.65,0.708333333333333,0.6,2017-06-07,3358,0.5
0.65,0.675,0.6,2017-07-18,3358,0.5
0.65,0.675675675675676,0.6,2017-07-29,3358,0.5
0.65,0.25,0.6,2009-06-02,3359,0.5
0.65,0.32,0.6,2010-06-02,3359,0.5
0.65,0.375,0.6,2011-06-02,3359,0.5
0.65,0.3,0.6,2012-06-02,3359,0.5
0.65,0.653846153846154,0.6,2013-09-30,3359,0.5
0.65,0.75,0.6,2014-06-19,3359,0.5
0.65,0.4,0.6,2014-07-08,3359,0.5
0.65,0.75,0.6,2017-06-19,3359,0.5
0.65,0.4,0.6,2017-07-08,3359,0.5
0.65,0.25,0.6,2009-06-02,3360,0.5
0.65,0.32,0.6,2010-06-02,3360,0.5
0.65,0.375,0.6,2011-06-02,3360,0.5
0.65,0.3,0.6,2012-06-02,3360,0.5
0.65,0.4,0.6,2013-09-16,3360,0.5
0.65,0.555555555555556,0.6,2014-07-16,3360,0.5
0.65,0.33333333333333304,0.6,2014-08-17,3360,0.5
0.65,0.555555555555556,0.6,2017-07-16,3360,0.5
0.65,0.33333333333333304,0.6,2017-08-17,3360,0.5
0.65,0.25,0.6,2009-06-02,3361,0.5
0.65,0.32,0.6,2010-06-02,3361,0.5
0.65,0.375,0.6,2011-06-02,3361,0.5
0.65,0.3,0.6,2012-06-02,3361,0.5
0.65,1.0,0.6,2014-07-07,3361,0.5
0.65,0.8888888888888891,0.6,2014-07-16,3361,0.5
0.65,0.307692307692308,0.6,2014-09-17,3361,0.5
0.65,1.0,0.6,2017-07-07,3361,0.5
0.65,0.8888888888888891,0.6,2017-07-16,3361,0.5
0.65,0.307692307692308,0.6,2017-09-17,3361,0.5
0.65,0.25,0.6,2009-06-02,3362,0.5
0.65,0.32,0.6,2010-06-02,3362,0.5
0.65,0.375,0.6,2011-06-02,3362,0.5
0.65,0.3,0.6,2012-06-02,3362,0.5
0.65,0.8,0.6,2014-06-02,3362,0.5
0.65,1.0,0.6,2014-06-06,3362,0.5
0.65,0.8,0.6,2017-06-02,3362,0.5
0.65,1.0,0.6,2017-06-06,3362,0.5
0.65,0.25,0.6,2009-06-02,3363,0.5
0.65,0.32,0.6,2010-06-02,3363,0.5
0.65,0.375,0.6,2011-06-02,3363,0.5
0.65,0.3,0.6,2012-06-02,3363,0.5
0.65,0.933333333333333,0.6,2014-07-12,3363,0.5
0.65,1.0,0.6,2014-08-13,3363,0.5
0.65,0.8,0.6,2014-09-29,3363,0.5
0.65,0.615384615384615,0.6,2015-02-09,3363,0.5
0.65,0.933333333333333,0.6,2017-07-12,3363,0.5
0.65,1.0,0.6,2017-08-13,3363,0.5
0.65,0.8,0.6,2017-09-29,3363,0.5
0.65,0.25,0.6,2009-06-02,3364,0.5
0.65,0.32,0.6,2010-06-02,3364,0.5
0.65,0.375,0.6,2011-06-02,3364,0.5
0.65,0.3,0.6,2012-06-02,3364,0.5
0.65,0.555555555555556,0.6,2014-02-08,3364,0.5
0.65,0.9285714285714292,0.6,2014-07-15,3364,0.5
0.65,0.8,0.6,2014-08-23,3364,0.5
0.65,0.555555555555556,0.6,2017-02-08,3364,0.5
0.65,0.9285714285714292,0.6,2017-07-15,3364,0.5
0.65,0.8,0.6,2017-08-23,3364,0.5
0.65,0.25,0.6,2009-06-02,3365,0.5
0.65,0.32,0.6,2010-06-02,3365,0.5
0.65,0.375,0.6,2011-06-02,3365,0.5
0.65,0.3,0.6,2012-06-02,3365,0.5
0.65,1.0,0.6,2014-07-10,3365,0.5
