age_cov,cov_all,fast_fraction,fulldate,grid_cell,min_season_cov
0.65,1.0,0.6,2014-09-23,1542,0.5
0.65,1.0,0.6,2017-09-23,1542,0.5
0.65,0.25,0.6,2009-06-02,1543,0.5
0.65,0.32,0.6,2010-06-02,1543,0.5
0.65,0.375,0.6,2011-06-02,1543,0.5
0.65,0.3,0.6,2012-06-02,1543,0.5
0.65,0.916666666666667,0.6,2014-05-16,1543,0.5
0.65,1.0,0.6,2014-09-01,1543,0.5
0.65,0.7647058823529409,0.6,2014-09-24,1543,0.5
0.65,0.916666666666667,0.6,2017-05-16,1543,0.5
0.65,1.0,0.6,2017-09-01,1543,0.5
0.65,0.7647058823529409,0.6,2017-09-24,1543,0.5
0.65,0.25,0.6,2009-06-02,1544,0.5
0.65,0.32,0.6,2010-06-02,1544,0.5
0.65,0.375,0.6,2011-06-02,1544,0.5
0.65,0.3,0.6,2012-06-02,1544,0.5
0.65,0.5,0.6,2014-05-17,1544,0.5
0.65,1.0,0.6,2014-10-20,1544,0.5
0.65,0.625,0.6,2015-03-11,1544,0.5
0.65,0.5,0.6,2017-05-17,1544,0.5
0.65,1.0,0.6,2017-10-20,1544,0.5
0.65,0.25,0.6,2009-06-02,1545,0.5
0.65,0.32,0.6,2010-06-02,1545,0.5
0.65,0.375,0.6,2011-06-02,1545,0.5
0.65,0.3,0.6,2012-06-02,1545,0.5
0.65,0.6,0.6,2013-02-15,1545,0.5
0.65,0.833333333333333,0.6,2015-07-10,1545,0.5
0.65,0.25,0.6,2009-06-02,1546,0.5
0.65,0.32,0.6,2010-06-02,1546,0.5
0.65,0.375,0.6,2011-06-02,1546,0.5
0.65,0.3,0.6,2012-06-02,1546,0.5
0.65,1.0,0.6,2014-05-19,1546,0.5
0.65,1.0,0.6,2014-05-20,1546,0.5
0.65,0.916666666666667,0.6,2014-09-14,1546,0.5
0.65,1.0,0.6,2017-05-19,1546,0.5
0.65,1.0,0.6,2017-05-20,1546,0.5
0.65,0.916666666666667,0.6,2017-09-14,1546,0.5
0.65,0.25,0.6,2009-06-02,1547,0.5
0.65,0.32,0.6,2010-06-02,1547,0.5
0.65,0.375,0.6,2011-06-02,1547,0.5
0.65,0.3,0.6,2012-06-02,1547,0.5
0.65,1.0,0.6,2014-05-20,1547,0.5
0.65,1.0,0.6,2014-09-13,1547,0.5
0.65,1.0,0.6,2017-05-20,1547,0.5
0.65,1.0,0.6,2017-09-13,1547,0.5
0.65,0.25,0.6,2009-06-02,1548,0.5
0.65,0.32,0.6,2010-06-02,1548,0.5
0.65,0.375,0.6,2011-06-02,1548,0.5
0.65,0.3,0.6,2012-06-02,1548,0.5
0.65,0.833333333333333,0.6,2013-06-18,1548,0.5
0.65,0.8,0.6,2014-01-25,1548,0.5
0.65,0.6,0.6,2014-12-15,1548,0.5
0.65,0.8,0.6,2017-01-25,1548,0.5
0.65,0.6,0.6,2017-12-15,1548,0.5
0.65,0.25,0.6,2009-06-02,1549,0.5
0.65,0.32,0.6,2010-06-02,1549,0.5
0.65,0.375,0.6,2011-06-02,1549,0.5
0.65,0.3,0.6,2012-06-02,1549,0.5
0.65,1.0,0.6,2014-05-20,1549,0.5
0.65,0.666666666666667,0.6,2014-08-16,1549,0.5
0.65,1.0,0.6,2015-01-05,1549,0.5
0.65,1.0,0.6,2016-01-22,1549,0.5
0.65,1.0,0.6,2017-05-20,1549,0.5
0.65,0.666666666666667,0.6,2017-08-16,1549,0.5
0.65,0.25,0.6,2009-06-02,1550,0.5
0.65,0.32,0.6,2010-06-02,1550,0.5
0.65,0.375,0.6,2011-06-02,1550,0.5
0.65,0.3,0.6,2012-06-02,1550,0.5
0.65,1.0,0.6,2014-05-20,1550,0.5
0.65,0.33333333333333304,0.6,2015-01-05,1550,0.5
0.65,0.5,0.6,2015-01-26,1550,0.5
0.65,1.0,0.6,2017-05-20,1550,0.5
0.65,0.25,0.6,2009-06-02,1551,0.5
0.65,0.32,0.6,2010-06-02,1551,0.5
0.65,0.375,0.6,2011-06-02,1551,0.5
0.65,0.3,0.6,2012-06-02,1551,0.5
0.65,0.866666666666667,0.6,2014-01-20,1551,0.5
0.65,0.5,0.6,2014-07-17,1551,0.5
0.65,0.4666666666666671,0.6,2014-08-10,1551,0.5
0.65,0.28571428571428603,0.6,2015-05-28,1551,0.5
0.65,0.866666666666667,0.6,2017-01-20,1551,0.5
0.65,0.5,0.6,2017-07-17,1551,0.5
0.65,0.4666666666666671,0.6,2017-08-10,1551,0.5
0.65,0.25,0.6,2009-06-02,1552,0.5
0.65,0.32,0.6,2010-06-02,1552,0.5
0.65,0.375,0.6,2011-06-02,1552,0.5
0.65,0.3,0.6,2012-06-02,1552,0.5
0.65,0.708333333333333,0.6,2014-02-26,1552,0.5
0.65,0.666666666666667,0.6,2014-03-23,1552,0.5
0.65,1.0,0.6,2014-05-21,1552,0.5
0.65,0.65,0.6,2014-11-27,1552,0.5
0.65,0.708333333333333,0.6,2017-02-26,1552,0.5
0.65,0.666666666666667,0.6,2017-03-23,1552,0.5
0.65,1.0,0.6,2017-05-21,1552,0.5
0.65,0.65,0.6,2017-11-27,1552,0.5
0.65,0.25,0.6,2009-06-02,1553,0.5
0.65,0.32,0.6,2010-06-02,1553,0.5
0.65,0.375,0.6,2011-06-02,1553,0.5
0.65,0.3,0.6,2012-06-02,1553,0.5
0.65,0.62962962962963,0.6,2013-09-29,1553,0.5
0.65,0.375,0.6,2014-02-26,1553,0.5
0.65,0.8,0.6,2014-06-20,1553,0.5
0.65,0.7894736842105259,0.6,2014-08-22,1553,0.5
0.65,0.375,0.6,2017-02-26,1553,0.5
0.65,0.8,0.6,2017-06-20,1553,0.5
0.65,0.7894736842105259,0.6,2017-08-22,1553,0.5
0.65,0.25,0.6,2009-06-02,1554,0.5
0.65,0.32,0.6,2010-06-02,1554,0.5
0.65,0.375,0.6,2011-06-02,1554,0.5
0.65,0.3,0.6,2012-06-02,1554,0.5
0.65,0.7142857142857142,0.6,2013-12-23,1554,0.5
0.65,1.0,0.6,2014-06-17,1554,0.5
0.65,0.5217391304347829,0.6,2014-09-29,1554,0.5
0.65,0.826086956521739,0.6,2014-12-29,1554,0.5
0.65,1.0,0.6,2017-06-17,1554,0.5
0.65,0.5217391304347829,0.6,2017-09-29,1554,0.5
0.65,0.826086956521739,0.6,2017-12-29,1554,0.5
0.65,0.25,0.6,2009-06-02,1555,0.5
0.65,0.32,0.6,2010-06-02,1555,0.5
0.65,0.375,0.6,2011-06-02,1555,0.5
0.65,0.3,0.6,2012-06-02,1555,0.5
0.65,1.0,0.6,2014-07-17,1555,0.5
0.65,1.0,0.6,2014-08-24,1555,0.5
0.65,1.0,0.6,2014-12-29,1555,0.5
0.65,1.0,0.6,2015-02-12,1555,0.5
0.65,1.0,0.6,2017-07-17,1555,0.5
0.65,1.0,0.6,2017-08-24,1555,0.5
0.65,1.0,0.6,2017-12-29,1555,0.5
0.65,0.25,0.6,2009-06-02,1556,0.5
0.65,0.32,0.6,2010-06-02,1556,0.5
0.65,0.375,0.6,2011-06-02,1556,0.5
0.65,0.3,0.6,2012-06-02,1556,0.5
0.65,1.0,0.6,2014-05-10,1556,0.5
0.65,1.0,0.6,2014-06-13,1556,0.5
0.65,1.0,0.6,2015-01-29,1556,0.5
0.65,0.5,0.6,2015-02-09,1556,0.5
0.65,1.0,0.6,2017-05-10,1556,0.5
0.65,1.0,0.6,2017-06-13,1556,0.5
0.65,0.25,0.6,2009-06-02,1557,0.5
0.65,0.32,0.6,2010-06-02,1557,0.5
0.65,0.375,0.6,2011-06-02,1557,0.5
0.65,0.3,0.6,2012-06-02,1557,0.5
0.65,0.25,0.6,2009-06-02,1558,0.5
0.65,0.32,0.6,2010-06-02,1558,0.5
0.65,0.375,0.6,2011-06-02,1558,0.5
0.65,0.3,0.6,2012-06-02,1558,0.5
0.65,1.0,0.6,2014-04-09,1558,0.5
0.65,0.5,0.6,2014-09-29,1558,0.5
0.65,1.0,0.6,2017-04-09,1558,0.5
0.65,0.5,0.6,2017-09-29,1558,0.5
0.65,0.25,0.6,2009-06-02,1559,0.5
0.65,0.32,0.6,2010-06-02,1559,0.5
0.65,0.375,0.6,2011-06-02,1559,0.5
0.65,0.3,0.6,2012-06-02,1559,0.5
0.65,0.666666666666667,0.6,2015-02-25,1559,0.5
0.65,0.25,0.6,2009-06-02,1560,0.5
0.65,0.32,0.6,2010-06-02,1560,0.5
0.65,0.375,0.6,2011-06-02,1560,0.5
0.65,0.3,0.6,2012-06-02,1560,0.5
0.65,0.555555555555556,0.6,2014-01-09,1560,0.5
0.65,0.875,0.6,2014-08-12,1560,0.5
0.65,0.4166666666666671,0.6,2014-10-28,1560,0.5
0.65,0.7272727272727271,0.6,2015-02-09,1560,0.5
0.65,0.555555555555556,0.6,2017-01-09,1560,0.5
0.65,0.875,0.6,2017-08-12,1560,0.5
0.65,0.4166666666666671,0.6,2017-10-28,1560,0.5
0.65,0.25,0.6,2009-06-02,1561,0.5
0.65,0.32,0.6,2010-06-02,1561,0.5
0.65,0.375,0.6,2011-06-02,1561,0.5
0.65,0.3,0.6,2012-06-02,1561,0.5
0.65,1.0,0.6,2014-06-05,1561,0.5
0.65,1.0,0.6,2014-07-07,1561,0.5
0.65,0.75,0.6,2016-01-08,1561,0.5
0.65,1.0,0.6,2017-06-05,1561,0.5
0.65,1.0,0.6,2017-07-07,1561,0.5
0.65,0.25,0.6,2009-06-02,1562,0.5
0.65,0.32,0.6,2010-06-02,1562,0.5
0.65,0.375,0.6,2011-06-02,1562,0.5
0.65,0.3,0.6,2012-06-02,1562,0.5
0.65,1.0,0.6,2014-07-07,1562,0.5
0.65,0.5,0.6,2014-11-03,1562,0.5
0.65,1.0,0.6,2017-07-07,1562,0.5
0.65,0.5,0.6,2017-11-03,1562,0.5
0.65,0.25,0.6,2009-06-02,1563,0.5
0.65,0.32,0.6,2010-06-02,1563,0.5
0.65,0.375,0.6,2011-06-02,1563,0.5
0.65,0.3,0.6,2012-06-02,1563,0.5
0.65,0.868852459016393,0.6,2014-06-18,1563,0.5
0.65,0.52,0.6,2014-09-19,1563,0.5
0.65,0.868852459016393,0.6,2017-06-18,1563,0.5
0.65,0.52,0.6,2017-09-19,1563,0.5
0.65,0.25,0.6,2009-06-02,1564,0.5
0.65,0.32,0.6,2010-06-02,1564,0.5
0.65,0.375,0.6,2011-06-02,1564,0.5
0.65,0.3,0.6,2012-06-02,1564,0.5
0.65,1.0,0.6,2014-06-18,1564,0.5
0.65,0.5,0.6,2014-09-18,1564,0.5
0.65,0.555555555555556,0.6,2015-02-07,1564,0.5
0.65,1.0,0.6,2017-06-18,1564,0.5
0.65,0.5,0.6,2017-09-18,1564,0.5
0.65,0.25,0.6,2009-06-02,1565,0.5
0.65,0.32,0.6,2010-06-02,1565,0.5
0.65,0.375,0.6,2011-06-02,1565,0.5
0.65,0.3,0.6,2012-06-02,1565,0.5
0.65,1.0,0.6,2014-08-01,1565,0.5
0.65,0.444444444444444,0.6,2016-01-09,1565,0.5
0.65,1.0,0.6,2017-08-01,1565,0.5
0.65,0.25,0.6,2009-06-02,1566,0.5
0.65,0.32,0.6,2010-06-02,1566,0.5
0.65,0.375,0.6,2011-06-02,1566,0.5
0.65,0.3,0.6,2012-06-02,1566,0.5
0.65,1.0,0.6,2014-06-28,1566,0.5
0.65,0.33333333333333304,0.6,2015-03-19,1566,0.5
0.65,0.555555555555556,0.6,2015-12-09,1566,0.5
0.65,1.0,0.6,2017-06-28,1566,0.5
0.65,0.25,0.6,2009-06-02,1567,0.5
0.65,0.32,0.6,2010-06-02,1567,0.5
0.65,0.375,0.6,2011-06-02,1567,0.5
0.65,0.3,0.6,2012-06-02,1567,0.5
0.65,1.0,0.6,2014-08-01,1567,0.5
0.65,0.8,0.6,2014-09-18,1567,0.5
0.65,0.33333333333333304,0.6,2015-11-09,1567,0.5
0.65,1.0,0.6,2017-08-01,1567,0.5
0.65,0.8,0.6,2017-09-18,1567,0.5
0.65,0.25,0.6,2009-06-02,1568,0.5
0.65,0.32,0.6,2010-06-02,1568,0.5
0.65,0.375,0.6,2011-06-02,1568,0.5
0.65,0.3,0.6,2012-06-02,1568,0.5
0.65,0.8,0.6,2014-06-23,1568,0.5
0.65,0.7777777777777779,0.6,2014-08-13,1568,0.5
0.65,0.4615384615384621,0.6,2015-03-12,1568,0.5
0.65,0.8,0.6,2017-06-23,1568,0.5
0.65,0.7777777777777779,0.6,2017-08-13,1568,0.5
0.65,0.25,0.6,2009-06-02,1569,0.5
0.65,0.32,0.6,2010-06-02,1569,0.5
0.65,0.375,0.6,2011-06-02,1569,0.5
0.65,0.3,0.6,2012-06-02,1569,0.5
0.65,0.33333333333333304,0.6,2013-02-21,1569,0.5
0.65,1.0,0.6,2014-04-14,1569,0.5
0.65,1.0,0.6,2017-04-14,1569,0.5
0.65,0.25,0.6,2009-06-02,1570,0.5
0.65,0.32,0.6,2010-06-02,1570,0.5
0.65,0.375,0.6,2011-06-02,1570,0.5
0.65,0.3,0.6,2012-06-02,1570,0.5
0.65,1.0,0.6,2014-06-05,1570,0.5
0.65,0.3,0.6,2014-07-22,1570,0.5
0.65,1.0,0.6,2014-08-16,1570,0.5
0.65,0.363636363636364,0.6,2015-03-14,1570,0.5
0.65,1.0,0.6,2017-06-05,1570,0.5
0.65,0.3,0.6,2017-07-22,1570,0.5
0.65,1.0,0.6,2017-08-16,1570,0.5
0.65,0.25,0.6,2009-06-02,1571,0.5
0.65,0.32,0.6,2010-06-02,1571,0.5
0.65,0.375,0.6,2011-06-02,1571,0.5
0.65,0.3,0.6,2012-06-02,1571,0.5
0.65,1.0,0.6,2014-05-21,1571,0.5
0.65,0.4333333333333329,0.6,2014-06-16,1571,0.5
0.65,0.33333333333333304,0.6,2014-07-22,1571,0.5
0.65,0.583333333333333,0.6,2014-08-10,1571,0.5
0.65,1.0,0.6,2017-05-21,1571,0.5
0.65,0.4333333333333329,0.6,2017-06-16,1571,0.5
0.65,0.33333333333333304,0.6,2017-07-22,1571,0.5
0.65,0.583333333333333,0.6,2017-08-10,1571,0.5
0.65,0.25,0.6,2009-06-02,1572,0.5
0.65,0.32,0.6,2010-06-02,1572,0.5
0.65,0.375,0.6,2011-06-02,1572,0.5
0.65,0.3,0.6,2012-06-02,1572,0.5
0.65,0.42857142857142894,0.6,2014-02-18,1572,0.5
0.65,1.0,0.6,2014-05-21,1572,0.5
0.65,0.7142857142857142,0.6,2014-08-11,1572,0.5
0.65,0.529411764705882,0.6,2015-03-11,1572,0.5
0.65,0.42857142857142894,0.6,2017-02-18,1572,0.5
0.65,1.0,0.6,2017-05-21,1572,0.5
0.65,0.7142857142857142,0.6,2017-08-11,1572,0.5
0.65,0.25,0.6,2009-06-02,1573,0.5
0.65,0.32,0.6,2010-06-02,1573,0.5
0.65,0.375,0.6,2011-06-02,1573,0.5
0.65,0.3,0.6,2012-06-02,1573,0.5
0.65,1.0,0.6,2014-06-03,1573,0.5
0.65,0.833333333333333,0.6,2014-06-29,1573,0.5
0.65,0.5,0.6,2014-08-17,1573,0.5
0.65,1.0,0.6,2017-06-03,1573,0.5
0.65,0.833333333333333,0.6,2017-06-29,1573,0.5
0.65,0.5,0.6,2017-08-17,1573,0.5
0.65,0.25,0.6,2009-06-02,1574,0.5
0.65,0.32,0.6,2010-06-02,1574,0.5
0.65,0.375,0.6,2011-06-02,1574,0.5
0.65,0.3,0.6,2012-06-02,1574,0.5
0.65,1.0,0.6,2014-03-02,1574,0.5
0.65,1.0,0.6,2017-03-02,1574,0.5
0.65,0.25,0.6,2009-06-02,1575,0.5
0.65,0.32,0.6,2010-06-02,1575,0.5
0.65,0.375,0.6,2011-06-02,1575,0.5
0.65,0.3,0.6,2012-06-02,1575,0.5
0.65,1.0,0.6,2013-03-02,1575,0.5
0.65,1.0,0.6,2014-08-23,1575,0.5
0.65,1.0,0.6,2017-08-23,1575,0.5
0.65,0.25,0.6,2009-06-02,1576,0.5
0.65,0.32,0.6,2010-06-02,1576,0.5
0.65,0.375,0.6,2011-06-02,1576,0.5
0.65,0.3,0.6,2012-06-02,1576,0.5
0.65,0.25,0.6,2009-06-02,1577,0.5
0.65,0.32,0.6,2010-06-02,1577,0.5
0.65,0.375,0.6,2011-06-02,1577,0.5
0.65,0.3,0.6,2012-06-02,1577,0.5
0.65,0.25,0.6,2009-06-02,1578,0.5
0.65,0.32,0.6,2010-06-02,1578,0.5
0.65,0.375,0.6,2011-06-02,1578,0.5
0.65,0.3,0.6,2012-06-02,1578,0.5
0.65,1.0,0.6,2013-03-04,1578,0.5
0.65,0.33333333333333304,0.6,2014-09-15,1578,0.5
0.65,0.33333333333333304,0.6,2017-09-15,1578,0.5
0.65,0.25,0.6,2009-06-02,1579,0.5
0.65,0.32,0.6,2010-06-02,1579,0.5
0.65,0.375,0.6,2011-06-02,1579,0.5
0.65,0.3,0.6,2012-06-02,1579,0.5
0.65,1.0,0.6,2013-04-03,1579,0.5
0.65,0.5,0.6,2014-09-15,1579,0.5
0.65,0.5,0.6,2017-09-15,1579,0.5
0.65,0.25,0.6,2009-06-02,1580,0.5
0.65,0.32,0.6,2010-06-02,1580,0.5
0.65,0.375,0.6,2011-06-02,1580,0.5
0.65,0.3,0.6,2012-06-02,1580,0.5
0.65,0.666666666666667,0.6,2014-07-02,1580,0.5
0.65,0.666666666666667,0.6,2017-07-02,1580,0.5
0.65,0.25,0.6,2009-06-02,1581,0.5
0.65,0.32,0.6,2010-06-02,1581,0.5
0.65,0.375,0.6,2011-06-02,1581,0.5
0.65,0.3,0.6,2012-06-02,1581,0.5
0.65,0.25,0.6,2009-06-02,1582,0.5
0.65,0.32,0.6,2010-06-02,1582,0.5
0.65,0.375,0.6,2011-06-02,1582,0.5
0.65,0.3,0.6,2012-06-02,1582,0.5
0.65,0.33333333333333304,0.6,2014-09-15,1582,0.5
0.65,0.7142857142857142,0.6,2015-01-02,1582,0.5
0.65,0.33333333333333304,0.6,2017-09-15,1582,0.5
0.65,0.25,0.6,2009-06-02,1583,0.5
0.65,0.32,0.6,2010-06-02,1583,0.5
0.65,0.375,0.6,2011-06-02,1583,0.5
0.65,0.3,0.6,2012-06-02,1583,0.5
0.65,0.833333333333333,0.6,2013-12-24,1583,0.5
0.65,0.25,0.6,2009-06-02,1584,0.5
0.65,0.32,0.6,2010-06-02,1584,0.5
0.65,0.375,0.6,2011-06-02,1584,0.5
0.65,0.3,0.6,2012-06-02,1584,0.5
0.65,0.33333333333333304,0.6,2015-04-12,1584,0.5
0.65,0.25,0.6,2009-06-02,1585,0.5
0.65,0.32,0.6,2010-06-02,1585,0.5
0.65,0.375,0.6,2011-06-02,1585,0.5
0.65,0.3,0.6,2012-06-02,1585,0.5
0.65,1.0,0.6,2014-10-22,1585,0.5
0.65,0.6,0.6,2015-07-15,1585,0.5
0.65,1.0,0.6,2017-10-22,1585,0.5
0.65,0.25,0.6,2009-06-02,1586,0.5
0.65,0.32,0.6,2010-06-02,1586,0.5
0.65,0.375,0.6,2011-06-02,1586,0.5
0.65,0.3,0.6,2012-06-02,1586,0.5
0.65,0.4,0.6,2015-07-14,1586,0.5
0.65,0.25,0.6,2009-06-02,1587,0.5
0.65,0.32,0.6,2010-06-02,1587,0.5
0.65,0.666666666666667,0.6,2014-04-14,1587,0.5
0.65,1.0,0.6,2014-06-10,1587,0.5
0.65,0.666666666666667,0.6,2017-04-14,1587,0.5
0.65,1.0,0.6,2017-06-10,1587,0.5
0.65,0.25,0.6,2009-06-02,1588,0.5
0.65,0.32,0.6,2010-06-02,1588,0.5
0.65,0.818181818181818,0.6,2012-07-10,1588,0.5
0.65,0.875,0.6,2012-10-06,1588,0.5
0.65,0.666666666666667,0.6,2012-12-10,1588,0.5
0.65,1.0,0.6,2014-06-14,1588,0.5
0.65,1.0,0.6,2017-06-14,1588,0.5
0.65,0.25,0.6,2009-06-02,1589,0.5
0.65,0.32,0.6,2010-06-02,1589,0.5
0.65,0.375,0.6,2011-06-02,1589,0.5
0.65,0.3,0.6,2012-06-02,1589,0.5
0.65,0.75,0.6,2014-09-14,1589,0.5
0.65,0.75,0.6,2015-02-07,1589,0.5
0.65,0.75,0.6,2017-09-14,1589,0.5
0.65,0.25,0.6,2009-06-02,1590,0.5
0.65,0.32,0.6,2010-06-02,1590,0.5
0.65,0.375,0.6,2011-06-02,1590,0.5
0.65,0.3,0.6,2012-06-02,1590,0.5
0.65,0.666666666666667,0.6,2014-09-14,1590,0.5
0.65,0.7142857142857142,0.6,2015-02-08,1590,0.5
0.65,0.666666666666667,0.6,2017-09-14,1590,0.5
0.65,0.25,0.6,2009-06-02,1591,0.5
0.65,0.32,0.6,2010-06-02,1591,0.5
0.65,0.375,0.6,2011-06-02,1591,0.5
0.65,0.3,0.6,2012-06-02,1591,0.5
0.65,0.857142857142857,0.6,2014-08-08,1591,0.5
0.65,1.0,0.6,2014-08-11,1591,0.5
0.65,0.625,0.6,2014-09-16,1591,0.5
0.65,0.857142857142857,0.6,2017-08-08,1591,0.5
0.65,1.0,0.6,2017-08-11,1591,0.5
0.65,0.625,0.6,2017-09-16,1591,0.5
0.65,0.25,0.6,2009-06-02,1592,0.5
0.65,0.32,0.6,2010-06-02,1592,0.5
0.65,0.375,0.6,2011-06-02,1592,0.5
0.65,0.3,0.6,2012-06-02,1592,0.5
0.65,0.33333333333333304,0.6,2015-07-14,1592,0.5
0.65,0.25,0.6,2009-06-02,1593,0.5
0.65,0.32,0.6,2010-06-02,1593,0.5
0.65,0.375,0.6,2011-06-02,1593,0.5
0.65,0.3,0.6,2012-06-02,1593,0.5
0.65,0.75,0.6,2014-08-12,1593,0.5
0.65,0.833333333333333,0.6,2015-07-14,1593,0.5
0.65,0.75,0.6,2017-08-12,1593,0.5
0.65,0.25,0.6,2009-06-02,1594,0.5
0.65,0.32,0.6,2010-06-02,1594,0.5
0.65,0.375,0.6,2011-06-02,1594,0.5
0.65,0.3,0.6,2012-06-02,1594,0.5
0.65,1.0,0.6,2014-08-12,1594,0.5
0.65,0.916666666666667,0.6,2014-09-14,1594,0.5
0.65,1.0,0.6,2017-08-12,1594,0.5
0.65,0.916666666666667,0.6,2017-09-14,1594,0.5
0.65,0.25,0.6,2009-06-02,1595,0.5
0.65,0.32,0.6,2010-06-02,1595,0.5
0.65,0.375,0.6,2011-06-02,1595,0.5
0.65,0.3,0.6,2012-06-02,1595,0.5
0.65,0.7142857142857142,0.6,2014-05-15,1595,0.5
0.65,1.0,0.6,2014-07-13,1595,0.5
0.65,1.0,0.6,2014-09-15,1595,0.5
0.65,0.42857142857142894,0.6,2015-02-08,1595,0.5
0.65,0.7142857142857142,0.6,2017-05-15,1595,0.5
0.65,1.0,0.6,2017-07-13,1595,0.5
0.65,1.0,0.6,2017-09-15,1595,0.5
0.65,0.25,0.6,2009-06-02,1596,0.5
0.65,0.32,0.6,2010-06-02,1596,0.5
0.65,0.375,0.6,2011-06-02,1596,0.5
0.65,0.3,0.6,2012-06-02,1596,0.5
0.65,1.0,0.6,2014-07-13,1596,0.5
0.65,1.0,0.6,2017-07-13,1596,0.5
0.65,0.25,0.6,2009-06-02,1597,0.5
0.65,0.32,0.6,2010-06-02,1597,0.5
0.65,0.375,0.6,2011-06-02,1597,0.5
0.65,0.3,0.6,2012-06-02,1597,0.5
0.65,0.7142857142857142,0.6,2014-05-12,1597,0.5
0.65,0.5,0.6,2014-08-14,1597,0.5
0.65,0.363636363636364,0.6,2015-03-14,1597,0.5
0.65,0.7142857142857142,0.6,2017-05-12,1597,0.5
0.65,0.5,0.6,2017-08-14,1597,0.5
0.65,0.25,0.6,2009-06-02,1598,0.5
0.65,0.32,0.6,2010-06-02,1598,0.5
0.65,0.375,0.6,2011-06-02,1598,0.5
0.65,0.3,0.6,2012-06-02,1598,0.5
0.65,1.0,0.6,2014-08-14,1598,0.5
0.65,1.0,0.6,2017-08-14,1598,0.5
0.65,0.25,0.6,2009-06-02,1599,0.5
0.65,0.32,0.6,2010-06-02,1599,0.5
0.65,0.375,0.6,2011-06-02,1599,0.5
0.65,0.3,0.6,2012-06-02,1599,0.5
0.65,0.25,0.6,2009-06-02,1600,0.5
0.65,0.32,0.6,2010-06-02,1600,0.5
0.65,0.375,0.6,2011-06-02,1600,0.5
0.65,0.3,0.6,2012-06-02,1600,0.5
0.65,0.33333333333333304,0.6,2014-09-24,1600,0.5
0.65,0.33333333333333304,0.6,2017-09-24,1600,0.5
0.65,0.25,0.6,2009-06-02,1601,0.5
0.65,0.32,0.6,2010-06-02,1601,0.5
0.65,0.375,0.6,2011-06-02,1601,0.5
0.65,0.3,0.6,2012-06-02,1601,0.5
0.65,0.666666666666667,0.6,2014-09-22,1601,0.5
0.65,0.5,0.6,2014-09-24,1601,0.5
0.65,0.666666666666667,0.6,2017-09-22,1601,0.5
0.65,0.5,0.6,2017-09-24,1601,0.5
0.65,0.25,0.6,2009-06-02,1602,0.5
0.65,0.32,0.6,2010-06-02,1602,0.5
0.65,0.375,0.6,2011-06-02,1602,0.5
0.65,0.3,0.6,2012-06-02,1602,0.5
0.65,1.0,0.6,2014-09-23,1602,0.5
0.65,1.0,0.6,2017-09-23,1602,0.5
0.65,0.25,0.6,2009-06-02,1603,0.5
0.65,0.32,0.6,2010-06-02,1603,0.5
0.65,0.375,0.6,2011-06-02,1603,0.5
0.65,0.3,0.6,2012-06-02,1603,0.5
0.65,0.6,0.6,2014-08-03,1603,0.5
0.65,1.0,0.6,2014-08-18,1603,0.5
0.65,0.666666666666667,0.6,2014-09-30,1603,0.5
0.65,0.583333333333333,0.6,2015-03-16,1603,0.5
0.65,0.6,0.6,2017-08-03,1603,0.5
0.65,1.0,0.6,2017-08-18,1603,0.5
0.65,0.666666666666667,0.6,2017-09-30,1603,0.5
0.65,0.25,0.6,2009-06-02,1604,0.5
0.65,0.32,0.6,2010-06-02,1604,0.5
0.65,0.375,0.6,2011-06-02,1604,0.5
0.65,0.3,0.6,2012-06-02,1604,0.5
0.65,0.5,0.6,2014-09-23,1604,0.5
0.65,0.5,0.6,2017-09-23,1604,0.5
0.65,0.25,0.6,2009-06-02,1605,0.5
0.65,0.32,0.6,2010-06-02,1605,0.5
0.65,0.375,0.6,2011-06-02,1605,0.5
0.65,0.3,0.6,2012-06-02,1605,0.5
0.65,1.0,0.6,2013-12-04,1605,0.5
0.65,1.0,0.6,2014-07-07,1605,0.5
0.65,1.0,0.6,2017-07-07,1605,0.5
0.65,0.25,0.6,2009-06-02,1606,0.5
0.65,0.32,0.6,2010-06-02,1606,0.5
0.65,0.375,0.6,2011-06-02,1606,0.5
0.65,0.3,0.6,2012-06-02,1606,0.5
0.65,0.666666666666667,0.6,2014-06-07,1606,0.5
0.65,0.666666666666667,0.6,2017-06-07,1606,0.5
0.65,0.25,0.6,2009-06-02,1607,0.5
0.65,0.32,0.6,2010-06-02,1607,0.5
0.65,0.375,0.6,2011-06-02,1607,0.5
0.65,0.3,0.6,2012-06-02,1607,0.5
0.65,1.0,0.6,2014-06-27,1607,0.5
0.65,1.0,0.6,2014-09-30,1607,0.5
0.65,1.0,0.6,2017-06-27,1607,0.5
0.65,1.0,0.6,2017-09-30,1607,0.5
0.65,0.25,0.6,2009-06-02,1608,0.5
0.65,0.32,0.6,2010-06-02,1608,0.5
0.65,0.375,0.6,2011-06-02,1608,0.5
0.65,0.3,0.6,2012-06-02,1608,0.5
0.65,1.0,0.6,2014-09-30,1608,0.5
0.65,1.0,0.6,2017-09-30,1608,0.5
0.65,0.25,0.6,2009-06-02,1609,0.5
0.65,0.32,0.6,2010-06-02,1609,0.5
0.65,0.375,0.6,2011-06-02,1609,0.5
0.65,0.3,0.6,2012-06-02,1609,0.5
0.65,0.666666666666667,0.6,2014-07-28,1609,0.5
